deal_id,sdc_deal_id,deal_name,acquirer,target,agreement_date,attribute,machine_value,evidence_basis,evidence_status,document_id,document_type,source_url,source_locator,excerpt_kind,evidence_excerpt,limitation,salvage_reference
pilot_008_unity_ironsource,3948517040,Unity–ironSource,Unity Software Inc.,ironSource Ltd.,2022-07-13,workforce_movement,group_continuing_employees|officers_and_key_employees_pre_closing,direct_passage,direct,doc_unity_ironsource_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1810806/000119312522193960/d292378dex21.htm,Section 6.7(b): service credit and immediate eligibility under New Plans for Continuing Employees (Section 6.7(a) wage/severance continuity and Section 5.1 remain paraphrased in the salvage record),verbatim,"For all purposes (including purposes of vesting, eligibility to participate and level of benefits) under the employee benefit plans of Parent and Parent Subsidiaries providing benefits to any Continuing Employees after the Effective Time (the “ New Plans ”), each Continuing Employee shall, subject to applicable Law and applicable Tax qualification requirements, be credited with his or her years of service with the Company and the Company Subsidiaries and their respective predecessors before the Effective Time, to the same extent as such Continuing Employee was entitled, before the Effective Time, to credit for such service under any similar Company Benefit Plan in which such Continuing Employee participated or was eligible to participate immediately prior to the Effective Time; provided that the foregoing shall not apply to the extent that its application would result in a duplication of benefits. In addition, and without limiting the generality of the foregoing, (i) each Continuing Employee shall be immediately eligible to participate, without any waiting time, in any New Plans to the extent coverage under such New Plan is of a similar type as the Company Benefit Plan in which such Continuing Employee participated immediately before the Effective Time (such plans, collectively, the “ Old Plans ”), and (ii)(A) for purposes of each New Plan providing medical, dental, pharmaceutical or vision benefits to any Continuing",The protection is conditioned on continuing employment; the pre-closing covenant is not a long-run people outcome.,"evidence_passages.csv ev_011, ev_012; verbatim text from cycle-4 audit packet row 125 (Sreyas sheet 'TAG Internship 8.28 Meeting Data')"
pilot_008_unity_ironsource,3948517040,Unity–ironSource,Unity Software Inc.,ironSource Ltd.,2022-07-13,talent_motive_explicit,partial,direct_passage,partial,doc_unity_ironsource_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1810806/000119312522193960/d292378dex21.htm,Section 5.1,paraphrase,The seller covenanted to keep officers and other key employees available before closing.,A pre-closing availability covenant is ordinary deal protection; it signals the buyer valued key people but does not state a talent motive.,evidence_passages.csv ev_012
pilot_009_skyworks_silabs,3700303020,Skyworks–Silicon Labs Analog unit,"Skyworks Solutions, Inc.","Silicon Laboratories, Inc. Analog unit",2021-04-22,legal_transaction_form,asset_purchase,direct_passage,direct,doc_skyworks_silabs_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/4127/000110465921053805/tm2113063d1_ex2-1.htm,Asset Purchase Agreement; Section 5.5,paraphrase,Asset Purchase Agreement (agreement title as filed).,Legal form is read from the agreement title and structure in the salvage record; the exact statutory mechanics are not re-verified here.,pilot_deals.csv legal_form
pilot_009_skyworks_silabs,3700303020,Skyworks–Silicon Labs Analog unit,"Skyworks Solutions, Inc.","Silicon Laboratories, Inc. Analog unit",2021-04-22,scope_and_control,business_unit_assets|control_of_purchased_assets_only,inferred_from_legal_form,partial,doc_skyworks_silabs_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/4127/000110465921053805/tm2113063d1_ex2-1.htm,Asset Purchase Agreement,paraphrase,Buyer purchased the assets of the seller's analog business unit; the seller entity itself did not change control.,The asset and liability schedules are not restated in the reviewed passage.,"pilot_deals.csv legal_form, target"
pilot_009_skyworks_silabs,3700303020,Skyworks–Silicon Labs Analog unit,"Skyworks Solutions, Inc.","Silicon Laboratories, Inc. Analog unit",2021-04-22,ip_treatment,acquired_with_assets_scope_not_verified,inferred_from_legal_form,indirect,doc_skyworks_silabs_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/4127/000110465921053805/tm2113063d1_ex2-1.htm,Asset Purchase Agreement,paraphrase,IP relating to the purchased business unit would transfer as purchased assets; the reviewed passage does not enumerate IP or any licence-back.,Inferred from the transaction form only: no reviewed passage addresses intellectual-property treatment directly. Asset deals commonly carve out or license back IP; this is unknown here.,pilot_deals.csv legal_form
pilot_009_skyworks_silabs,3700303020,Skyworks–Silicon Labs Analog unit,"Skyworks Solutions, Inc.","Silicon Laboratories, Inc. Analog unit",2021-04-22,business_product_continuity,unknown,unknown,unknown,doc_skyworks_silabs_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/4127/000110465921053805/tm2113063d1_ex2-1.htm,Section 5.5,paraphrase,No reviewed passage addresses product continuity.,The salvage integration signal concerns the Transferred Employee definition and compensation maintenance.,pilot_deals.csv integration_signal
pilot_009_skyworks_silabs,3700303020,Skyworks–Silicon Labs Analog unit,"Skyworks Solutions, Inc.","Silicon Laboratories, Inc. Analog unit",2021-04-22,workforce_movement,defined_transferred_employee_group,direct_passage,direct,doc_skyworks_silabs_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/4127/000110465921053805/tm2113063d1_ex2-1.htm,Section 5.5(a): Transferred Employee compensation maintenance through the Maximum Benefit Period,verbatim,"each Transferred Employee at least at the level specified in this Section 5.5(a) until at least the earlier of (i) the date that is twelve months following the Closing Date (except as otherwise provided in any applicable Business Employee Severance Agreement set forth on Schedule 5.5(a)(ii) of the Disclosure Schedules) (the “ Maximum Benefit Period ”), and (ii) the date that such Transferred Employee ceases to be employed by Buyer or any of its Affiliates. The parties will comply with all respective notice and consultation requirements with any applicable labor union, works council or similar labor organization, in all material respects, as may be required by the transactions contemplated by this Agreement. For the avoidance of doubt, (i) any Liabilities with respect to any Business Employee who does not accept Buyer’s offer of employment and become a Transferred Employee shall be Excluded Liabilities, provided that Buyer’s offer of employment complied with the provisions of this Section 5.5 , and (ii) any Liabilities that accrued under the Business Employee Severance Agreements prior to the Closing shall be Excluded","Schedules identifying employees may not be fully public; a buyer may choose not to offer some employees, subject to specified termination-cost rules.","evidence_passages.csv ev_013, ev_014; verbatim text from cycle-4 audit packet row 141 (Sreyas sheet 'TAG Internship 8.28 Meeting Data')"
pilot_009_skyworks_silabs,3700303020,Skyworks–Silicon Labs Analog unit,"Skyworks Solutions, Inc.","Silicon Laboratories, Inc. Analog unit",2021-04-22,talent_motive_explicit,partial,direct_passage,partial,doc_skyworks_silabs_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/4127/000110465921053805/tm2113063d1_ex2-1.htm,Section 5.5(a),paraphrase,Mandatory offers to a listed employee group with a one-time bonus and 12-month total-compensation maintenance.,Structured employee transfer is characteristic of a business-unit carve-out; it does not state that people were the deal motive.,evidence_passages.csv ev_013
pilot_010_salesforce_tableau,,Salesforce–Tableau,"salesforce.com, inc.","Tableau Software, Inc.",2019-06-09,legal_transaction_form,tender_offer_then_back_end_merger,direct_passage,direct,doc_salesforce_tableau_14d9,SEC Schedule 14D-9,https://www.sec.gov/Archives/edgar/data/1303652/000119312519188693/d744331dsc14d9.htm,Schedule 14D-9,paraphrase,Tender offer followed by back-end merger (as coded in the existing SEC-only research record).,Legal form is read from the agreement title and structure in the salvage record; the exact statutory mechanics are not re-verified here.,pilot_deals.csv legal_form
pilot_010_salesforce_tableau,,Salesforce–Tableau,"salesforce.com, inc.","Tableau Software, Inc.",2019-06-09,scope_and_control,entity_equity|control_transferred,inferred_from_legal_form,partial,doc_salesforce_tableau_14d9,SEC Schedule 14D-9,https://www.sec.gov/Archives/edgar/data/1303652/000119312519188693/d744331dsc14d9.htm,Schedule 14D-9,paraphrase,Exchange offer for Tableau shares followed by a merger.,Offer mechanics are not restated in the reviewed passage.,pilot_deals.csv legal_form
pilot_010_salesforce_tableau,,Salesforce–Tableau,"salesforce.com, inc.","Tableau Software, Inc.",2019-06-09,ip_treatment,acquired_with_entity,inferred_from_legal_form,indirect,doc_salesforce_tableau_14d9,SEC Schedule 14D-9,https://www.sec.gov/Archives/edgar/data/1303652/000119312519188693/d744331dsc14d9.htm,Schedule 14D-9,paraphrase,No separate IP licence is disclosed in the reviewed passage.,Inferred from the transaction form only: no reviewed passage addresses intellectual-property treatment directly.,pilot_deals.csv legal_form
pilot_010_salesforce_tableau,,Salesforce–Tableau,"salesforce.com, inc.","Tableau Software, Inc.",2019-06-09,business_product_continuity,unknown,unknown,unknown,doc_salesforce_tableau_14d9,SEC Schedule 14D-9,https://www.sec.gov/Archives/edgar/data/1303652/000119312519188693/d744331dsc14d9.htm,Employee Matters Following Closing,paraphrase,No reviewed passage addresses product continuity.,The salvage integration signal concerns offer-letter negotiation timing and time-limited protections.,pilot_deals.csv integration_signal
pilot_010_salesforce_tableau,,Salesforce–Tableau,"salesforce.com, inc.","Tableau Software, Inc.",2019-06-09,workforce_movement,group_continuing_employees|named_founders_and_executive,direct_passage,direct,doc_salesforce_tableau_14d9,SEC Schedule 14D-9,https://www.sec.gov/Archives/edgar/data/1303652/000119312519188693/d744331dsc14d9.htm,Employee Matters Following Closing; Founder Offer Letters and Arrangements; Salesforce Offer Letters,paraphrase,"The record describes at least 12 months of wage/base-salary and aggregate-benefit continuity for continuing employees, plus service-based treatment of converted equity awards. Founder offer letters and arrangements are discussed for Christian Chabot, Chris Stolte, and Pat Hanrahan. The SEC-only record identifies a $600,000 cash retention bonus for Damon Fletcher, paid in four installments with forfeiture and clawback conditions.","The instrument is one named arrangement, not evidence of overall employee retention; the record is unusually rich and may not be comparable to thinner disclosures.","evidence_passages.csv ev_015, ev_016; key_people.csv person_004–007"
pilot_010_salesforce_tableau,,Salesforce–Tableau,"salesforce.com, inc.","Tableau Software, Inc.",2019-06-09,talent_motive_explicit,partial,direct_passage,partial,doc_salesforce_tableau_14d9,SEC Schedule 14D-9,https://www.sec.gov/Archives/edgar/data/1303652/000119312519188693/d744331dsc14d9.htm,Founder Offer Letters and Arrangements,paraphrase,Selected founder and executive offer letters were negotiated as a condition associated with announcing the transaction.,Negotiating founder letters at announcement shows those people were material to the buyer; it does not state that people were the deal motive.,pilot_deals.csv integration_signal; evidence_passages.csv ev_015
